"title" "year" "length" "budget" "rating" "votes" "r1" "r2" "r3" "r4" "r5" "r6" "r7" "r8" "r9" "r10" "mpaa" "Action" "Animation" "Comedy" "Drama" "Documentary" "Romance" "Short"
"Helena" 1924 204 NA 9 15 0 0 0 0 4.5 14.5 0 14.5 44.5 24.5 "" 0 0 0 1 0 0 0
"Hoosier Schoolboy" 1937 62 NA 5.9 15 0 0 14.5 24.5 4.5 24.5 14.5 4.5 4.5 4.5 "" 0 0 0 1 0 0 0
"We Are Not Alone" 1939 112 NA 7 72 4.5 0 4.5 4.5 4.5 4.5 14.5 34.5 14.5 14.5 "" 0 0 0 1 0 0 0
"Mr. Patman" 1980 97 NA 4.2 16 4.5 0 0 45.5 4.5 0 14.5 4.5 14.5 0 "" 0 0 0 1 0 0 0
"Bajland" 2000 90 NA 4.3 7 14.5 0 24.5 0 0 24.5 0 0 0 24.5 "" 0 0 0 0 0 0 0
"Galloping Ghost, The" 1931 226 NA 7.5 8 0 0 0 0 0 14.5 24.5 45.5 14.5 0 "" 0 0 0 0 0 0 0
"Just You and Me, Kid" 1979 93 NA 5 149 4.5 4.5 4.5 14.5 14.5 14.5 4.5 4.5 4.5 14.5 "" 0 0 1 0 0 0 0
"Lost Boundaries" 1949 99 250000 6.9 15 0 0 0 0 0 24.5 4.5 64.5 0 0 "" 0 0 0 1 0 0 0
"Last Letter, The" 2004 80 NA 3.1 46 4.5 34.5 24.5 14.5 14.5 0 0 0 0 14.5 "" 0 0 0 1 0 0 0
"Golden Blade, The" 1953 81 NA 5.1 45 4.5 4.5 14.5 14.5 14.5 24.5 14.5 4.5 4.5 4.5 "" 0 0 0 0 0 0 0
"New York City... Come Visit the World" 1998 14 NA 3.8 10 24.5 0 14.5 24.5 0 14.5 24.5 0 0 24.5 "" 0 0 0 0 1 0 1
"Selfless, Cold and Composed" 2004 19 NA 4.9 7 24.5 0 0 44.5 0 0 0 0 0 24.5 "" 0 0 1 1 0 0 1
"Shadow of the Cat" 1961 79 NA 5.9 18 0 4.5 0 4.5 14.5 14.5 14.5 34.5 4.5 14.5 "" 0 0 0 0 0 0 0
"Counting Days" 2000 95 NA 7.1 7 14.5 0 14.5 0 0 0 0 14.5 24.5 24.5 "" 0 0 0 1 0 0 0
"Devonsville Terror, The" 1983 82 NA 3.7 134 4.5 14.5 14.5 14.5 4.5 14.5 4.5 4.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Little Brother Rat" 1939 7 NA 6.7 7 0 0 0 0 0 44.5 14.5 44.5 0 0 "" 0 1 1 0 0 0 1
"Return of Tommy Tricker, The" 1994 97 NA 4.5 50 14.5 4.5 4.5 14.5 14.5 14.5 24.5 4.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Unchanging Sea, The" 1910 14 NA 6.3 44 4.5 4.5 4.5 4.5 4.5 14.5 34.5 14.5 14.5 4.5 "" 0 0 0 1 0 0 1
"Bad Boy" 1925 18 NA 7 13 0 0 0 0 0 34.5 34.5 34.5 4.5 0 "" 0 0 1 0 0 0 1
"Klatwa doliny wezy" 1988 106 NA 3.6 27 24.5 4.5 14.5 4.5 4.5 4.5 14.5 4.5 0 14.5 "" 0 0 0 0 0 0 0
"Shou huang de nu ren" 1989 96 NA 5.6 5 0 0 0 0 24.5 24.5 0 44.5 24.5 0 "" 0 0 0 0 0 0 0
"Dokonjo monogatari - zeni no odori" 1963 90 NA 8.6 7 14.5 0 0 0 0 24.5 14.5 14.5 24.5 0 "" 0 0 0 1 0 0 0
"Sabotier du Val de Loire, Le" 1955 26 NA 7 13 4.5 0 0 0 14.5 0 24.5 44.5 0 4.5 "" 0 0 0 1 1 0 1
"Casa della paura, La" 1973 90 NA 4.1 14 0 0 24.5 44.5 4.5 0 24.5 0 0 0 "" 0 0 0 0 0 0 0
"Olifant en de slak, De" 2002 6 NA 8.5 8 0 0 0 0 14.5 0 24.5 14.5 34.5 14.5 "" 0 1 0 0 0 0 1
"Pride of the West" 1938 56 NA 6.6 21 0 4.5 4.5 0 14.5 14.5 4.5 14.5 14.5 24.5 "" 0 0 0 0 0 0 0
"Robin Hood of Texas" 1947 71 NA 5.9 23 14.5 14.5 0 4.5 24.5 34.5 4.5 4.5 0 4.5 "" 0 0 0 0 0 0 0
"Legend" 1985 89 25000000 6.1 7744 4.5 4.5 4.5 4.5 14.5 14.5 24.5 14.5 4.5 14.5 "" 0 0 0 0 0 1 0
"Como agua para chocolate" 1992 105 NA 7.3 3572 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 14.5 14.5 "" 0 0 0 1 0 1 0
"Josh" 2000 162 NA 5.4 85 4.5 4.5 4.5 4.5 4.5 14.5 4.5 14.5 4.5 14.5 "" 1 0 0 1 0 1 0
"Battle Cry" 1955 142 NA 6.4 297 4.5 4.5 4.5 4.5 14.5 14.5 24.5 14.5 4.5 14.5 "" 0 0 0 1 0 0 0
"Milpa, La" 2002 27 NA 5 18 14.5 0 4.5 0 4.5 14.5 14.5 0 4.5 44.5 "" 0 0 0 1 0 1 1
"Never Fear" 1949 82 NA 6.5 5 0 0 0 0 24.5 24.5 44.5 0 0 24.5 "" 0 0 0 1 0 0 0
"Autumn" 1930 6 NA 7.6 8 0 0 0 0 0 24.5 24.5 24.5 14.5 14.5 "" 0 1 1 0 0 0 1
"Liquid Bridge" 2003 98 NA 3.5 51 14.5 4.5 4.5 4.5 0 4.5 4.5 4.5 4.5 34.5 "R" 1 0 0 1 0 0 0
"Story the Biograph Told, The" 1904 3 NA 4.5 7 14.5 0 0 14.5 0 44.5 14.5 14.5 0 0 "" 0 0 1 0 0 0 1
"Danger Has Two Faces" 1967 95 NA 4.7 5 0 44.5 0 0 0 0 44.5 24.5 0 0 "" 0 0 0 1 0 0 0
"Demons of the Mind" 1972 89 NA 5.4 69 4.5 4.5 4.5 4.5 24.5 14.5 24.5 24.5 4.5 4.5 "" 0 0 0 0 0 0 0
"From the Four Corners" 1941 15 NA 7.1 17 0 0 0 0 0 14.5 24.5 14.5 4.5 34.5 "" 0 0 0 1 0 0 1
"Pied Piper, The" 1933 8 NA 6.2 11 0 4.5 0 0 4.5 24.5 34.5 4.5 0 4.5 "" 0 1 0 0 0 0 1
"Serpent and the Rainbow, The" 1988 98 7000000 5.9 2166 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Flamberede hjerter" 1986 114 NA 6.2 41 4.5 4.5 4.5 0 4.5 14.5 34.5 14.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Journeys with George" 2002 79 NA 6.5 184 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 4.5 "" 0 0 0 0 1 0 0
"Porno" 1990 78 NA 3.7 66 34.5 4.5 4.5 4.5 14.5 4.5 14.5 4.5 4.5 24.5 "" 0 0 1 0 0 1 0
"Lui yun na wa yee" 2000 100 NA 6.7 28 0 0 0 4.5 14.5 24.5 24.5 24.5 14.5 4.5 "" 0 0 0 0 1 0 0
"Funny People II" 1983 89 NA 3.9 27 14.5 4.5 4.5 24.5 14.5 14.5 4.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Angst" 2000 86 NA 6 62 4.5 0 4.5 14.5 4.5 14.5 24.5 14.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Premature Burial, The" 1962 81 NA 6.1 346 4.5 4.5 4.5 4.5 14.5 24.5 34.5 14.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Almonds and Raisins" 1984 90 NA 4.7 7 0 14.5 0 14.5 0 0 14.5 44.5 0 14.5 "" 0 0 0 0 1 0 0
"Crossing the Bridge" 1992 103 NA 5.9 217 4.5 4.5 4.5 4.5 14.5 14.5 14.5 24.5 4.5 14.5 "" 0 0 1 1 0 0 0
"Creature from the Black Lagoon" 1954 79 NA 6.6 2044 4.5 4.5 4.5 4.5 4.5 14.5 24.5 14.5 4.5 14.5 "" 0 0 0 0 0 0 0
"Abuelo, El" 1998 147 NA 7.7 423 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 14.5 24.5 "PG" 0 0 0 1 0 0 0
"Donald Cammell: The Ultimate Performance" 1998 75 NA 7 32 0 0 4.5 4.5 4.5 4.5 14.5 14.5 24.5 24.5 "" 0 0 0 0 1 0 0
"What Dreams May Come" 1998 113 85000000 6.3 11706 4.5 4.5 4.5 4.5 4.5 14.5 14.5 14.5 14.5 14.5 "PG-13" 0 0 0 1 0 1 0
"Hak bak sam lam" 2003 104 NA 6.8 93 4.5 0 4.5 4.5 4.5 24.5 24.5 24.5 4.5 4.5 "" 1 0 0 1 0 0 0
"Nora inu" 1949 122 NA 7.9 1197 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 "" 0 0 0 1 0 0 0
"Jungle Jim in Pygmy Island" 1950 69 NA 3.9 28 4.5 0 14.5 24.5 14.5 0 4.5 4.5 4.5 24.5 "" 0 0 0 0 0 0 0
"Noi tre" 1984 88 NA 6.5 11 0 0 0 4.5 4.5 4.5 24.5 34.5 0 4.5 "" 0 0 1 0 0 0 0
"Johnny Doesn't Live Here Any More" 1944 79 NA 5.7 10 0 0 0 0 34.5 24.5 24.5 14.5 0 24.5 "" 0 0 1 0 0 1 0
"Robinson und seine wilden Sklavinnen" 1972 80 NA 4.2 11 0 4.5 24.5 4.5 0 4.5 0 24.5 14.5 0 "" 0 0 0 0 0 0 0
"By the Light of the Silvery Moon" 1953 101 NA 6.5 252 4.5 4.5 4.5 4.5 4.5 24.5 14.5 14.5 4.5 24.5 "" 0 0 0 0 0 1 0
"Soriton no akuma" 1997 90 NA 1.7 8 24.5 0 0 14.5 24.5 0 14.5 14.5 14.5 0 "" 0 0 0 0 0 0 0
"Last Stop, The" 2000 92 NA 4.8 210 14.5 4.5 4.5 14.5 14.5 14.5 14.5 4.5 4.5 4.5 "R" 0 0 0 0 0 0 0
"What Waits Below" 1984 88 NA 3.3 44 14.5 14.5 14.5 14.5 24.5 14.5 4.5 4.5 0 4.5 "" 1 0 0 0 0 0 0
"Raymundo" 2002 127 NA 8.9 11 0 0 0 0 0 0 0 14.5 74.5 4.5 "" 0 0 0 0 1 0 0
"Murder!" 1930 102 NA 6.6 588 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 4.5 4.5 "" 0 0 0 1 0 0 0
"Apontes, I" 1997 115 NA 5.1 31 4.5 0 0 4.5 0 0 14.5 44.5 14.5 14.5 "" 0 0 0 1 0 0 0
"Noce i dnie" 1975 245 NA 7 31 4.5 4.5 0 4.5 4.5 4.5 4.5 14.5 4.5 44.5 "" 0 0 0 1 0 1 0
"Murder Over New York" 1940 65 NA 6.9 96 4.5 0 4.5 4.5 4.5 24.5 24.5 14.5 4.5 14.5 "" 0 0 0 0 0 0 0
"LiebesLuder" 2000 91 NA 6.2 127 4.5 0 4.5 4.5 4.5 24.5 24.5 24.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Brides of Dracula, The" 1960 85 NA 6.6 487 4.5 4.5 4.5 4.5 14.5 14.5 24.5 14.5 14.5 14.5 "" 0 0 0 0 0 0 0
"Terror at Tenkiller" 1986 87 NA 4.3 23 24.5 34.5 0 4.5 14.5 4.5 4.5 0 0 4.5 "" 0 0 0 0 0 0 0
"Oliver Twist" 1948 105 NA 7.9 1628 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 14.5 14.5 "" 0 0 0 1 0 0 0
"Salut Victor" 1989 83 NA 7.2 14 14.5 0 0 0 0 4.5 14.5 45.5 0 4.5 "" 0 0 0 1 0 0 0
"Formynderne" 1978 103 NA 4.1 7 44.5 0 0 24.5 14.5 0 0 0 0 14.5 "" 0 0 0 1 0 0 0
"Tout le monde il en a deux" 1974 106 NA 4.2 31 4.5 4.5 14.5 14.5 14.5 14.5 14.5 4.5 4.5 0 "" 0 0 0 0 0 0 0
"Red Sky at Morning" 1971 112 NA 7.1 111 4.5 4.5 0 4.5 4.5 4.5 4.5 14.5 14.5 44.5 "" 0 0 0 1 0 0 0
"Half Shot at Sunrise" 1930 78 NA 6.9 35 0 0 0 0 24.5 4.5 24.5 14.5 14.5 24.5 "" 0 0 1 0 0 0 0
"Bullet Boy" 2004 89 NA 6.7 102 4.5 0 4.5 0 4.5 4.5 24.5 14.5 14.5 24.5 "" 0 0 0 1 0 0 0
"Kiss My Blood" 1998 85 NA 5.5 16 4.5 14.5 0 0 4.5 14.5 34.5 14.5 0 14.5 "" 0 0 1 0 0 0 0
"This Is John" 2003 8 NA 6.1 16 4.5 0 0 4.5 14.5 14.5 4.5 14.5 14.5 14.5 "" 0 0 0 0 0 0 1
"Hudsucker Proxy, The" 1994 111 25000000 7.4 12903 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 14.5 14.5 "" 0 0 1 0 0 1 0
"Katze von Altona, Die" 2002 30 NA 6.5 9 0 0 0 0 34.5 0 24.5 24.5 14.5 14.5 "" 0 0 0 0 0 0 1
"Four Stars" 1967 1100 NA 3 12 24.5 0 4.5 0 0 0 4.5 0 0 45.5 "" 0 0 0 0 0 0 0
"Night of the Dead" 1993 90 NA 5.4 5 0 24.5 0 0 24.5 44.5 0 24.5 0 0 "" 0 0 0 0 0 0 0
"Geschriebene Gesicht, Das" 1995 89 NA 1.8 9 14.5 14.5 0 0 0 14.5 14.5 14.5 14.5 34.5 "" 0 0 0 0 1 0 0
"Une pour toutes" 1999 120 NA 4.6 130 14.5 4.5 4.5 14.5 4.5 14.5 14.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Escalier C" 1985 102 NA 6.4 58 0 0 4.5 4.5 4.5 14.5 24.5 24.5 14.5 4.5 "" 0 0 0 1 0 0 0
"Aventura llamada Menudo, Una" 1982 90 NA 4.3 7 14.5 0 0 24.5 44.5 14.5 0 0 0 0 "" 0 0 0 0 0 0 0
"Mammo" 1994 124 NA 6.4 30 0 0 0 4.5 4.5 4.5 14.5 24.5 24.5 34.5 "" 0 0 0 1 0 0 0
"Telling Lies in America" 1997 101 4000000 6.4 646 4.5 4.5 4.5 4.5 14.5 14.5 24.5 14.5 4.5 14.5 "" 0 0 0 1 0 0 0
"Southside 1-1000" 1950 73 NA 6.1 9 0 0 0 0 14.5 44.5 34.5 14.5 0 0 "" 0 0 0 0 0 0 0
"Private Fantasies V" 1985 74 NA 8.7 7 0 0 0 0 24.5 0 0 0 0 74.5 "" 0 0 0 0 0 0 0
"Open Mic" 2000 53 NA 7.4 7 0 0 14.5 0 0 14.5 24.5 0 14.5 24.5 "" 0 0 1 0 1 0 0
"Kokoro" 1955 120 NA 6 9 0 0 0 0 34.5 14.5 24.5 0 24.5 14.5 "" 0 0 0 1 0 0 0
"Power of Attorney" 1995 97 NA 5.6 67 4.5 4.5 4.5 14.5 24.5 14.5 14.5 4.5 4.5 4.5 "R" 1 0 0 1 0 0 0
"Persistence of Memory, The" 1998 5 NA 6 5 0 0 0 0 24.5 44.5 0 44.5 0 0 "" 0 0 0 0 0 0 1
"Not Another Tolkien Movie" 2004 88 NA 1.7 13 14.5 4.5 4.5 4.5 0 0 4.5 14.5 4.5 34.5 "" 0 0 1 0 0 0 0
"Psycho for Milk" 1999 1 NA 5.7 16 4.5 0 4.5 14.5 14.5 24.5 4.5 4.5 4.5 14.5 "" 0 0 0 0 0 0 1
"Rivolta dei pretoriani, La" 1964 95 NA 7.7 7 0 0 14.5 0 0 14.5 44.5 0 14.5 14.5 "" 1 0 0 1 0 0 0
"Mr. Hobbs Takes a Vacation" 1962 116 NA 6.6 577 4.5 4.5 4.5 4.5 4.5 14.5 24.5 14.5 4.5 14.5 "" 0 0 1 0 0 0 0
"Pandemonium" 1988 88 NA 3 21 24.5 14.5 4.5 4.5 0 4.5 4.5 14.5 0 14.5 "" 0 0 0 0 0 0 0
"Scarlet Hour, The" 1956 95 NA 6.2 9 0 0 14.5 14.5 0 24.5 24.5 0 14.5 24.5 "" 0 0 0 1 0 0 0
"Blue Blazes" 1936 17 NA 6 8 0 0 0 0 34.5 0 14.5 45.5 0 0 "" 0 0 1 0 0 0 1
"Holiday on the Moon" 1994 18 NA 4.9 12 4.5 0 4.5 0 44.5 4.5 4.5 0 4.5 14.5 "" 0 0 1 0 0 0 1
"No More Excuses" 1968 62 12000 1 7 84.5 0 0 0 0 0 0 0 14.5 0 "" 0 0 1 0 0 0 0
"Zu" 1998 10 NA 3.8 7 0 0 24.5 0 14.5 0 24.5 0 14.5 14.5 "" 0 0 0 0 0 0 1
"Top Secret" 1952 93 NA 6 9 0 24.5 0 0 14.5 14.5 0 14.5 14.5 34.5 "" 0 0 1 0 0 0 0
"Calling Philo Vance" 1940 62 NA 5.5 26 0 0 4.5 0 44.5 34.5 4.5 4.5 0 4.5 "" 0 0 0 0 0 0 0
"What's Up Front!" 1964 83 NA 1 6 64.5 0 0 14.5 0 0 14.5 0 0 0 "" 0 0 1 0 0 0 0
"Unholy Garden, The" 1931 74 NA 5.8 21 0 4.5 0 4.5 24.5 24.5 4.5 4.5 4.5 14.5 "" 0 0 0 1 0 1 0
"Historia Naturae, Suita" 1967 9 NA 4.7 24 4.5 4.5 14.5 14.5 4.5 4.5 4.5 24.5 4.5 4.5 "" 0 1 0 0 0 0 1
"Great Escape, The" 1963 172 4000000 8.3 20075 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 24.5 "" 1 0 0 1 0 0 0
"Heart of New York, The" 1932 73 NA 4.8 21 0 4.5 4.5 4.5 14.5 24.5 14.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Keetje Tippel" 1975 109 NA 6.5 292 4.5 4.5 4.5 4.5 4.5 24.5 24.5 24.5 4.5 4.5 "" 0 0 0 1 0 0 0
"Gold" 1974 120 NA 5.5 227 4.5 4.5 4.5 14.5 24.5 24.5 14.5 4.5 4.5 4.5 "" 1 0 0 1 0 0 0
"Odor of the Day" 1948 7 NA 7.3 21 0 0 0 4.5 0 24.5 24.5 24.5 4.5 14.5 "" 0 1 1 0 0 0 1
"Nationale 7" 2000 90 NA 7 194 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 14.5 "" 0 0 1 1 0 0 0
"Killers, The" 1946 96 NA 7.8 1593 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 "" 0 0 0 0 0 0 0
"Body Shop, The" 1973 75 NA 2.4 64 34.5 14.5 4.5 14.5 4.5 4.5 4.5 4.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Hormoon" 2004 35 NA 8.4 64 0 4.5 4.5 4.5 4.5 4.5 4.5 24.5 34.5 24.5 "" 0 0 1 0 0 0 1
"Blinkende lygter" 2000 109 NA 7.3 1998 4.5 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 24.5 "" 1 0 1 0 0 0 0
"Nudity Required" 2003 101 NA 6.1 8 0 0 0 14.5 14.5 0 24.5 14.5 14.5 24.5 "" 0 0 1 0 0 0 0
"Cien veces no debo" 1990 91 NA 4.9 82 4.5 4.5 4.5 4.5 14.5 14.5 4.5 14.5 4.5 24.5 "" 0 0 1 0 0 0 0
"Krtek chemikem" 1974 6 NA 7.9 7 0 0 0 0 0 44.5 0 14.5 0 44.5 "" 0 1 0 0 0 0 1
"Traveller's Joy" 1949 78 NA 4 7 14.5 0 0 44.5 0 14.5 14.5 0 14.5 0 "" 0 0 1 0 0 0 0
"Deliria" 1987 91 NA 6.6 380 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 14.5 "" 0 0 0 0 0 0 0
"Gambler, The" 1974 111 NA 6.6 340 4.5 4.5 4.5 4.5 4.5 14.5 24.5 14.5 14.5 4.5 "" 0 0 0 1 0 0 0
"Casey Bats Again" 1954 8 NA 6.9 44 4.5 0 0 4.5 4.5 14.5 34.5 14.5 4.5 14.5 "" 0 1 1 0 0 0 1
"True Glory, The" 1945 87 NA 8.3 18 0 0 0 0 0 14.5 14.5 34.5 24.5 14.5 "" 0 0 0 0 1 0 0
"Aprimi il cuore" 2003 93 NA 4.5 32 14.5 4.5 4.5 14.5 14.5 4.5 14.5 4.5 4.5 14.5 "" 0 0 0 1 0 0 0
"Goofy Movies Number Two" 1934 10 NA 5 6 0 14.5 0 0 34.5 14.5 34.5 0 0 0 "" 0 0 1 0 0 0 1
"Chacun cherche son chat" 1996 91 300000 7 1105 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 14.5 "" 0 0 1 0 0 1 0
"TransAmazon: A Gender Queer Journey" 2003 41 NA 9.6 5 0 0 0 0 0 0 0 0 44.5 64.5 "" 0 0 0 0 1 0 1
"Venus in Furs" 1967 65 8500 2.1 8 14.5 14.5 14.5 0 14.5 24.5 0 14.5 14.5 0 "" 0 0 0 1 0 0 0
"This Modern Age" 1931 68 NA 6.2 40 0 4.5 4.5 4.5 14.5 14.5 14.5 14.5 24.5 14.5 "" 0 0 0 1 0 0 0
"Go Tell the Spartans" 1978 114 NA 6.7 335 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 14.5 "" 0 0 0 0 0 0 0
"Luis Martinetti, Contortionist" 1894 1 NA 6.1 38 0 0 4.5 4.5 14.5 24.5 24.5 14.5 4.5 4.5 "" 0 0 0 0 0 0 1
"My Mom's a Werewolf" 1989 80 NA 3.2 117 14.5 14.5 24.5 14.5 14.5 4.5 4.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Dunked in the Deep" 1949 17 NA 6.8 44 0 4.5 4.5 14.5 14.5 4.5 24.5 4.5 4.5 14.5 "" 0 0 1 0 0 0 1
"Public Ghost No. 1" 1935 20 NA 6 7 0 0 0 14.5 24.5 14.5 0 14.5 24.5 0 "" 0 0 1 0 0 0 1
"Primal Fear" 1996 129 30000000 7.5 12467 4.5 4.5 4.5 4.5 4.5 4.5 24.5 34.5 14.5 14.5 "R" 0 0 0 1 0 0 0
"Seishun no kiryu" 1942 87 NA 7.8 5 24.5 0 0 0 0 0 0 0 0 84.5 "" 0 0 0 0 0 0 0
"Lara Croft Tomb Raider: The Cradle of Life" 2003 117 90000000 5.2 9103 4.5 4.5 4.5 14.5 14.5 24.5 14.5 4.5 4.5 4.5 "PG-13" 1 0 0 0 0 0 0
"Apache Rose" 1947 75 NA 5.6 12 0 0 0 14.5 44.5 4.5 4.5 24.5 0 0 "" 0 0 0 0 0 0 0
"Jaguar" 1979 100 NA 8.3 16 0 0 0 0 0 14.5 14.5 4.5 14.5 45.5 "" 0 0 0 1 0 0 0
"Cabeza de tigre" 2001 93 NA 6.3 9 14.5 0 14.5 0 0 24.5 14.5 34.5 0 14.5 "" 0 0 0 1 0 0 0
"Two Girls and a Baby" 1998 24 NA 7.9 16 0 4.5 0 4.5 4.5 34.5 14.5 4.5 14.5 14.5 "" 0 0 0 0 0 0 1
"Wizard of Oz, The" 1939 112 2777000 8.3 38386 4.5 4.5 4.5 4.5 4.5 4.5 14.5 14.5 14.5 34.5 "" 0 0 0 0 0 0 0
"Gadael Lenin" 1993 90 NA 4.5 28 4.5 0 4.5 4.5 4.5 4.5 4.5 14.5 14.5 34.5 "" 0 0 1 0 0 0 0
"Tender Tale of Cinderella Penguin, The" 1981 10 NA 6.9 18 0 0 0 14.5 14.5 4.5 24.5 14.5 4.5 24.5 "" 0 1 1 0 0 0 1
"Niaz" 1991 82 NA 7.5 14 4.5 0 0 0 4.5 0 14.5 24.5 14.5 34.5 "" 0 0 0 0 0 0 0
"I jomfruens tegn" 1973 87 NA 5.3 31 4.5 4.5 4.5 14.5 14.5 24.5 14.5 4.5 4.5 0 "" 0 0 1 0 0 0 0
"Strangers in Paradise" 1984 84 NA 6 20 34.5 0 0 14.5 0 14.5 14.5 4.5 4.5 14.5 "" 0 0 0 0 0 0 0
"Split Second" 1953 85 NA 6.9 125 4.5 4.5 4.5 0 4.5 14.5 34.5 24.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Jadzia" 1936 92 NA 7.6 5 0 0 0 0 0 0 44.5 64.5 0 0 "" 0 0 0 0 0 1 0
"Porky's Poultry Plant" 1936 8 NA 7 8 0 0 0 0 14.5 24.5 24.5 34.5 0 0 "" 0 1 1 0 0 0 1
"Gun for a Coward" 1957 88 NA 5.4 33 4.5 4.5 0 14.5 34.5 24.5 4.5 4.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Eitoman - Subete no sabishii yoru no tame ni" 1992 83 NA 4.3 18 4.5 14.5 4.5 14.5 24.5 24.5 0 4.5 0 14.5 "" 1 0 0 0 0 0 0
"Starik Khottabych" 1956 86 NA 7.1 23 0 0 0 0 4.5 4.5 24.5 4.5 14.5 34.5 "" 0 0 0 0 0 0 0
"Attila" 1954 100 900000 5.2 67 4.5 4.5 4.5 14.5 14.5 34.5 4.5 4.5 0 4.5 "" 0 0 0 1 0 0 0
"Dracula" 1992 128 40000000 7.1 19972 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 14.5 "R" 0 0 0 1 0 1 0
"Frosch mit der Maske, Der" 1959 89 NA 6.4 92 0 0 4.5 4.5 4.5 24.5 34.5 4.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Hanna's War" 1988 148 NA 5.3 103 4.5 4.5 4.5 4.5 14.5 14.5 14.5 14.5 14.5 14.5 "" 0 0 0 1 0 0 0
"Lone Star Ranger, The" 1930 64 NA 4.3 6 0 0 84.5 0 0 0 14.5 0 0 0 "" 0 0 0 0 0 0 0
"Pour la peau d'un flic" 1981 110 NA 6.7 174 4.5 4.5 4.5 4.5 4.5 14.5 14.5 24.5 14.5 14.5 "" 0 0 0 0 0 0 0
"Civil Brand" 2002 95 500000 4.1 102 4.5 4.5 14.5 14.5 14.5 4.5 4.5 4.5 4.5 24.5 "R" 0 0 0 1 0 0 0
"Bachelor's Daughters, The" 1946 88 NA 6.4 16 0 0 0 0 14.5 14.5 14.5 24.5 14.5 14.5 "" 0 0 1 0 0 1 0
"Kei Wong" 1991 110 NA 7.4 44 0 0 4.5 4.5 4.5 14.5 24.5 24.5 14.5 4.5 "" 0 0 0 0 0 0 0
"Sure Thing, The" 1985 100 NA 6.8 3633 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 14.5 14.5 "" 0 0 1 0 0 1 0
"Cavaliers de l'orage, Les" 1984 100 NA 5 8 0 0 14.5 0 34.5 0 14.5 14.5 24.5 0 "" 1 0 0 1 0 1 0
"Be Cool" 2005 118 53000000 5.5 4560 4.5 4.5 4.5 4.5 14.5 14.5 14.5 14.5 4.5 14.5 "PG-13" 0 0 1 0 0 0 0
"Livvakterna" 2001 112 NA 6.5 962 4.5 4.5 4.5 4.5 4.5 14.5 24.5 24.5 4.5 4.5 "" 1 0 0 0 0 0 0
"M.D.C. - Maschera di cera" 1997 98 3000000 5.2 272 4.5 4.5 4.5 4.5 14.5 14.5 14.5 14.5 4.5 4.5 "" 0 0 0 0 0 0 0
"Muscle Beach Party" 1964 94 NA 4.7 135 4.5 14.5 4.5 14.5 24.5 14.5 14.5 4.5 4.5 4.5 "" 0 0 1 0 0 0 0
"Hired!" 1940 19 NA 2.1 70 44.5 24.5 14.5 4.5 4.5 0 0 0 0 4.5 "" 0 0 0 0 0 0 1
"Mary! Mary!" 1976 80 NA 7.2 8 0 0 0 14.5 0 14.5 0 45.5 14.5 14.5 "" 0 0 0 0 0 0 0
"Laissez-passer" 2002 172 NA 7 310 4.5 4.5 4.5 4.5 4.5 14.5 34.5 24.5 4.5 14.5 "" 0 0 0 1 0 0 0
"Witness" 1985 112 12000000 7.6 14479 4.5 4.5 4.5 4.5 4.5 14.5 24.5 34.5 14.5 14.5 "" 0 0 0 1 0 1 0
"Pinkfinger" 1965 6 NA 5.3 14 0 0 14.5 0 34.5 24.5 24.5 0 0 0 "" 0 1 0 0 0 0 1
