"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Managua",1996,108,NA,3.3,33,24.5,4.5,14.5,24.5,4.5,14.5,4.5,4.5,0,0,"R",0,0,0,0,0,0,0
"Homme de nulle part, L'",1937,83,NA,6.7,8,0,0,0,0,24.5,0,24.5,14.5,34.5,0,"",0,0,0,1,0,0,0
"Hold That Pose",1950,7,NA,6.5,38,0,0,4.5,4.5,4.5,14.5,34.5,14.5,14.5,14.5,"",0,1,1,0,0,0,1
"Blackbird, The",1926,77,NA,7.4,52,0,0,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,0,1,0,0,0
"Waiting for Godot",2001,120,NA,7.7,75,0,0,0,4.5,4.5,4.5,14.5,34.5,14.5,24.5,"",0,0,0,1,0,0,0
"Walking Back",1928,62,NA,4.7,6,0,0,14.5,14.5,0,0,14.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0
"Vaya con Dios",2002,106,NA,7.3,244,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,14.5,"",0,0,1,0,0,0,0
"Red Dust",1932,83,408000,7.4,461,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,"",0,0,0,1,0,1,0
"Tavalod-E Parvaneh",1998,110,NA,8.2,5,0,0,0,0,24.5,0,0,24.5,44.5,24.5,"",0,0,0,1,0,0,0
"Vampiro, El",1957,84,NA,6.1,39,0,4.5,4.5,0,4.5,4.5,14.5,24.5,14.5,34.5,"",0,0,0,0,0,0,0
"Alferd Packer: The Musical",1996,97,125000,7,2298,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"R",0,0,1,0,0,1,0
"Sobredosis",1986,98,NA,4.4,5,24.5,24.5,24.5,0,0,24.5,0,24.5,0,0,"",0,0,0,1,0,0,0
"Leather Burners, The",1943,58,NA,6.4,21,4.5,0,0,4.5,4.5,4.5,4.5,4.5,4.5,45.5,"",1,0,0,0,0,0,0
"Mrs. Mike",1949,99,NA,5.2,32,4.5,4.5,0,0,14.5,14.5,4.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0
"More Kittens",1936,8,NA,7.1,12,0,0,0,0,4.5,14.5,34.5,24.5,0,14.5,"",0,1,1,0,0,0,1
"Somewhere in the Darkness",1998,94,NA,4.8,11,4.5,0,0,4.5,0,4.5,24.5,0,14.5,24.5,"",0,0,0,0,0,0,0
"Parineeta",1953,151,NA,8.1,8,0,0,0,0,0,0,14.5,0,45.5,34.5,"",0,0,0,1,0,0,0
"Asphalt Tango",1993,100,NA,7.7,145,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,0,0,0,0,0
"Hockey Homicide",1945,8,NA,7.7,51,4.5,0,0,4.5,4.5,4.5,14.5,14.5,24.5,24.5,"",0,1,1,0,0,0,1
"They're Always Caught",1938,22,NA,6.8,10,0,0,0,0,14.5,34.5,34.5,24.5,14.5,0,"",0,0,0,0,0,0,1
"Click Three Times",1999,32,NA,9.8,5,0,0,0,0,0,0,0,0,24.5,84.5,"",0,0,0,0,0,0,1
"Metallica: Some Kind of Monster",2004,135,NA,7.5,1499,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,0,1,0,0
"Hamenos ta pairnei ola, O",2003,121,NA,5.7,45,4.5,0,14.5,4.5,4.5,14.5,14.5,24.5,4.5,24.5,"",1,0,0,1,0,0,0
"Girl Missing",1933,69,107000,6.1,33,0,0,0,4.5,14.5,24.5,24.5,24.5,4.5,4.5,"",0,0,1,0,0,0,0
"Trick Tracy",1990,82,NA,6.2,8,0,14.5,24.5,0,14.5,24.5,14.5,14.5,0,0,"",0,0,0,0,0,0,0
"En brazos de la mujer madura",1997,105,NA,8.2,44,0,0,0,4.5,4.5,14.5,4.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Dangerous Game",1993,108,NA,4.9,649,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"Homer",1970,91,NA,5.4,8,0,0,0,24.5,0,14.5,14.5,14.5,0,34.5,"",0,0,0,1,0,0,0
"Moonlight Mile",2002,117,20000000,6.9,3479,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0
"Cruz e Sousa - O Poeta do Desterro",1998,86,NA,3.3,8,14.5,14.5,0,0,0,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0
"Gion no shimai",1936,95,NA,8.1,163,4.5,0,0,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"",0,0,0,1,0,0,0
"Daybreak",1947,75,NA,5.9,18,0,0,14.5,4.5,14.5,34.5,14.5,14.5,0,14.5,"",0,0,0,1,0,0,0
"Familie",2001,91,NA,7.8,185,4.5,0,4.5,4.5,4.5,4.5,14.5,44.5,14.5,14.5,"",0,0,0,1,0,0,0
"Battle of China, The",1944,65,NA,7.9,60,0,0,0,0,4.5,14.5,14.5,34.5,14.5,14.5,"",0,0,0,0,1,0,0
"Mann mit dem Glasauge, Der",1969,87,NA,5.3,27,0,4.5,0,4.5,34.5,34.5,14.5,4.5,0,0,"",0,0,0,0,0,0,0
"Alice in Wonderland",1933,76,NA,6.4,230,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"",0,0,0,0,0,0,0
"Confessions of Robert Crumb, The",1987,55,NA,7.7,19,0,0,0,0,14.5,0,44.5,24.5,4.5,14.5,"",0,0,0,0,1,0,0
"Candy Stripers",1978,84,NA,5.7,51,14.5,0,0,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,0,0,0,0
"Gangland",1998,97,NA,5.2,15,14.5,24.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"",1,0,0,1,0,0,0
"Captain Hates the Sea, The",1934,93,NA,5.9,15,0,0,0,4.5,14.5,24.5,24.5,4.5,24.5,4.5,"",0,0,1,0,0,0,0
"Kat",2001,85,NA,4.4,111,14.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Cold Call",1999,15,NA,4.6,12,4.5,0,0,24.5,14.5,4.5,4.5,24.5,4.5,0,"",0,0,0,0,0,0,1
"Mukta",1994,154,NA,9.6,5,0,0,0,0,0,0,0,24.5,0,84.5,"",0,0,0,0,0,0,0
"Lettre d'amour zoulou",2004,100,NA,6.5,6,0,0,0,0,14.5,34.5,34.5,14.5,0,0,"",0,0,0,1,0,0,0
"Love in the Ruins",1995,35,NA,7.4,10,0,0,0,0,14.5,0,14.5,14.5,14.5,64.5,"",0,0,0,0,0,0,1
"In This World",2002,88,1900000,7.8,815,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Pink of the Litter",1967,6,NA,6.3,8,0,0,0,0,14.5,34.5,14.5,34.5,0,0,"",0,1,0,0,0,0,1
"Billy Galvin",1986,99,NA,6.4,27,0,4.5,0,0,14.5,24.5,24.5,4.5,4.5,24.5,"",0,0,0,1,0,0,0
"Stagecoach Outlaws",1945,58,NA,4.8,12,0,0,0,34.5,34.5,14.5,14.5,0,0,0,"",0,0,0,0,0,0,0
"Un samedi sur la terre",1996,95,NA,8.6,20,0,0,0,0,0,14.5,4.5,24.5,44.5,14.5,"",0,0,0,0,0,0,0
"Mysterien eines Frisiersalons",1923,25,NA,8.5,10,0,0,0,0,0,0,24.5,44.5,24.5,24.5,"",0,0,0,0,0,0,1
"Night Waiter, The",1987,30,NA,3.9,14,24.5,0,0,4.5,24.5,0,24.5,4.5,0,14.5,"",0,0,0,0,0,0,1
"Cadillac Ranch",1996,100,NA,5.3,89,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Bordertown Gun Fighters",1943,56,NA,6.2,13,0,0,0,0,24.5,34.5,34.5,0,0,4.5,"",0,0,0,0,0,0,0
"L'Amour",1973,90,NA,4.7,11,4.5,4.5,0,0,24.5,14.5,14.5,0,0,14.5,"",0,0,0,1,0,0,0
"Dorian",2001,89,NA,4.3,86,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Viaccia, La",1961,100,NA,7.8,31,0,0,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,"",0,0,0,1,0,0,0
"Bomba, La",1999,96,NA,5.5,36,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"House of Frankenstein",1944,71,NA,6,477,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Dance Macabre",1991,97,NA,3.3,25,24.5,24.5,14.5,24.5,4.5,4.5,4.5,0,0,4.5,"",0,0,0,0,0,0,0
"Affair with a Stranger",1953,87,NA,5.8,56,0,4.5,4.5,4.5,14.5,34.5,24.5,4.5,0,4.5,"",0,0,1,1,0,1,0
"Mikado-Projekt, Das",1983,75,NA,8,8,14.5,0,0,0,0,0,14.5,24.5,0,45.5,"",0,0,1,0,0,0,0
"Rookie Bear, The",1941,8,NA,6.7,9,0,0,0,0,24.5,24.5,24.5,14.5,24.5,0,"",0,1,1,0,0,0,1
"Relative Fear",1994,94,NA,4.7,72,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Once Upon a Scoundrel",1973,99,NA,5.2,8,0,0,14.5,0,14.5,14.5,34.5,24.5,0,0,"",0,0,1,0,0,0,0
"Main Street to Broadway",1953,103,NA,4.4,12,0,14.5,4.5,24.5,14.5,4.5,0,4.5,4.5,4.5,"",0,0,0,0,0,1,0
"Seduction of Lyn Carter, The",1974,76,NA,4.9,10,14.5,14.5,0,0,14.5,24.5,14.5,0,14.5,34.5,"",0,0,0,0,0,0,0
"Kanadiana",2002,85,NA,6.8,14,14.5,4.5,4.5,0,0,4.5,24.5,0,14.5,24.5,"",0,0,0,0,0,0,0
"Congo Maisie",1940,71,NA,6.3,32,4.5,0,0,4.5,14.5,24.5,34.5,4.5,0,0,"",0,0,1,1,0,0,0
"Occasioni di Rosa, Le",1981,90,NA,5.1,8,14.5,0,0,14.5,24.5,14.5,0,24.5,14.5,0,"",0,0,0,0,0,0,0
"Bottoms Up",1960,90,NA,6.2,21,0,0,4.5,0,4.5,34.5,0,4.5,4.5,34.5,"",0,0,1,0,0,0,0
"Daffy Duck's Movie: Fantastic Island",1983,78,NA,6.2,193,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"",0,1,1,0,0,0,0
"Schwarze Schaf, Das",1960,90,NA,5.6,105,4.5,4.5,4.5,4.5,4.5,34.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"After School Special, The",2000,90,NA,8.6,38,4.5,4.5,4.5,0,0,4.5,0,4.5,4.5,74.5,"",0,0,1,0,0,0,0
"Bat Thumb",2001,28,NA,6.6,174,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,0,0,0,1
"Chokher Bali",2003,120,NA,6.6,110,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"",0,0,0,1,0,0,0
"Freakstars 3000",2004,75,NA,7.4,21,0,0,0,4.5,0,4.5,4.5,14.5,24.5,44.5,"",0,0,1,0,0,0,0
"Doug's 1st Movie",1999,77,5000000,4.5,290,14.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,"",0,1,1,0,0,0,0
"Guilty of Treason",1950,86,NA,6,15,4.5,0,4.5,4.5,0,34.5,24.5,0,0,24.5,"",0,0,0,1,0,0,0
"Final Goal, The",1995,85,NA,3.9,26,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,0,14.5,"",1,0,0,0,0,0,0
"Closer",2000,20,NA,8.7,6,0,0,0,0,0,14.5,14.5,0,14.5,45.5,"",0,0,0,0,1,0,1
"Maestros",2000,100,NA,6.4,7,0,0,0,0,0,24.5,45.5,0,14.5,0,"",0,0,1,0,0,0,0
"Havanna mi amor",2000,82,NA,5.9,25,0,4.5,0,14.5,4.5,14.5,24.5,4.5,24.5,0,"",0,0,0,0,1,0,0
"Sinister Journey",1948,59,NA,6.2,23,0,0,4.5,24.5,4.5,4.5,14.5,4.5,4.5,24.5,"",1,0,0,0,0,0,0
"Salt Water Daffy",1933,21,NA,6.3,9,0,0,0,0,14.5,24.5,44.5,24.5,0,0,"",0,0,1,0,0,0,1
"Blackboard Jungle",1955,101,NA,7.4,1262,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,0,1,0,0,0
"Beloved",1998,172,53000000,5.6,1934,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Out at Work",1997,56,NA,8.3,10,24.5,0,0,0,0,0,0,24.5,34.5,34.5,"",0,0,0,0,1,0,0
"Viva Eu!",1989,18,NA,8.6,9,0,0,0,0,0,0,0,64.5,24.5,14.5,"",0,0,0,0,1,0,1
"Pacifista, La",1970,85,NA,6.9,5,0,0,0,0,44.5,0,0,0,44.5,24.5,"",0,0,0,1,0,0,0
"Saimir",2004,88,NA,6.6,11,0,0,0,0,4.5,14.5,24.5,14.5,0,24.5,"",0,0,0,1,0,0,0
"Na klancu",1971,97,NA,9.4,5,0,0,0,0,0,0,0,24.5,24.5,64.5,"",0,0,0,1,0,0,0
"Un grand amour de Beethoven",1936,116,NA,6.7,40,4.5,0,4.5,4.5,4.5,14.5,14.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0
"Vor Sonnenuntergang",1956,103,NA,5.4,5,0,0,0,24.5,24.5,0,24.5,0,24.5,24.5,"",0,0,0,0,0,0,0
"Livets dans",1998,54,NA,1.4,14,44.5,4.5,0,0,0,0,0,4.5,4.5,34.5,"",0,0,0,0,1,0,0
"Sunset Grill",1993,105,NA,4.4,86,4.5,4.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Engelchen macht weiter - Hoppe, hoppe Reiter",1969,90,NA,5.9,7,0,0,14.5,0,14.5,45.5,0,0,0,14.5,"",0,0,1,0,0,0,0
"Hell's Paradox",1996,13,NA,4.3,5,0,0,44.5,44.5,24.5,0,0,0,0,0,"",1,0,0,0,0,0,1
"Matter of Choice, A",1988,5,NA,8.6,9,0,0,14.5,0,0,0,0,24.5,24.5,44.5,"",0,0,0,0,0,0,1
"Puppe, Die",1919,58,NA,8.4,67,4.5,0,0,0,4.5,4.5,4.5,14.5,34.5,44.5,"",0,0,1,0,0,0,0
"Catherine et Cie",1975,100,NA,4.7,35,4.5,0,4.5,14.5,24.5,4.5,14.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Drums of Fu Manchu",1940,269,NA,8.3,29,4.5,0,0,0,0,4.5,14.5,24.5,4.5,45.5,"",1,0,0,0,0,0,0
"Ladies' Night in a Turkish Bath",1928,70,NA,8.3,6,0,0,0,0,0,14.5,14.5,34.5,14.5,14.5,"",0,0,1,0,0,0,0
"Ballet gyoseubso",2004,119,NA,6.8,34,4.5,0,0,4.5,4.5,14.5,24.5,34.5,4.5,14.5,"",0,0,0,1,0,0,0
"Outtakes",1998,69,NA,8.1,10,14.5,0,0,0,0,0,24.5,14.5,24.5,44.5,"",0,0,0,0,0,0,0
"They're a Weird Mob",1966,112,NA,7.4,75,0,4.5,4.5,4.5,4.5,14.5,4.5,24.5,14.5,24.5,"",0,0,1,0,0,0,0
"Ride, The",2003,90,NA,9.5,29,0,0,0,0,0,4.5,4.5,4.5,14.5,74.5,"",0,0,0,0,0,0,0
"Paja i Jare",1973,108,NA,5.9,10,0,0,0,0,14.5,24.5,14.5,14.5,14.5,44.5,"",0,0,1,0,0,0,0
"Lenny Bruce Without Tears",1972,78,NA,5.6,15,4.5,4.5,0,0,4.5,24.5,14.5,14.5,4.5,24.5,"",0,0,0,0,1,0,0
"Gold Diggers of '49",1936,8,NA,6.2,16,0,0,0,0,24.5,34.5,14.5,4.5,14.5,0,"",0,1,1,0,0,0,1
"Cruisin' Down the River",1953,79,NA,5.3,5,0,0,0,0,24.5,24.5,0,64.5,0,0,"",0,0,0,0,0,0,0
"Gatto nero, Il",1989,89,NA,3.5,51,24.5,14.5,4.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Bop Girl Goes Calypso",1957,80,NA,5.5,13,4.5,4.5,4.5,14.5,14.5,0,0,24.5,0,24.5,"",0,0,0,0,0,0,0
"Kids of Shaolin",1977,90,NA,5.7,13,4.5,0,24.5,14.5,14.5,24.5,4.5,0,0,4.5,"",1,0,1,1,0,0,0
"Gadjo dilo",1997,102,NA,7,881,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,1,0,0,0
"Himala",1982,124,NA,9.9,26,4.5,0,0,0,0,0,0,0,4.5,84.5,"",0,0,0,1,0,0,0
"Like Mike",2002,99,30000000,4.9,1484,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Maruf",2001,103,NA,6.3,11,0,4.5,24.5,0,0,4.5,4.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Novyy Vavilon",1929,120,NA,8.2,34,0,0,0,0,4.5,14.5,4.5,24.5,24.5,14.5,"",0,0,0,1,0,0,0
"Rage Net",1988,1,NA,7.6,41,4.5,0,0,4.5,4.5,24.5,14.5,14.5,4.5,24.5,"",0,0,0,0,0,0,1
"Inspektor Perrak greift ein",1970,84,NA,5.4,7,0,0,0,0,44.5,44.5,0,0,14.5,0,"",0,0,0,0,0,0,0
"Mr. Freedom",1969,95,NA,5.8,39,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"",0,0,1,0,0,0,0
"Yazi tura",2004,102,10000,8.6,95,4.5,0,0,0,4.5,4.5,4.5,4.5,24.5,45.5,"",0,0,0,1,0,0,0
"Lottery, The",1987,3,NA,6.3,31,4.5,4.5,0,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,1,0,0,0,1
"Detective, The",1968,114,NA,6.3,317,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0
"Free Tibet",1998,90,NA,4.2,37,14.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,24.5,"",0,0,0,0,1,0,0
"Story of Esther Costello, The",1957,103,NA,6,36,0,4.5,0,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Andalousie",1951,94,NA,9.2,5,0,0,0,0,0,24.5,0,0,0,84.5,"",0,0,0,0,0,0,0
"Grande cocomero, Il",1993,102,NA,6.5,108,4.5,0,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,0,0,0,0
"Harder They Come, The",1972,120,NA,6.8,577,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,"",1,0,0,1,0,0,0
"Olga's House of Shame",1964,70,NA,4.5,21,14.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,0,4.5,"",0,0,0,1,0,0,0
"Bells of St. Mary's, The",1945,126,NA,7.2,844,4.5,0,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Bloodbrothers",1978,117,NA,5.1,136,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Rainbow Dance",1936,4,NA,6.1,18,0,4.5,0,24.5,14.5,4.5,24.5,14.5,14.5,4.5,"",0,1,0,0,0,0,1
"Sombrero",1953,103,NA,5.3,39,0,14.5,4.5,14.5,4.5,14.5,14.5,24.5,4.5,14.5,"",0,0,0,0,0,0,0
"Buddy System, The",1984,110,NA,5.5,208,4.5,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,4.5,"",0,0,1,1,0,1,0
"Learning to Swim",1999,20,NA,9.3,7,0,0,0,0,0,0,0,24.5,14.5,45.5,"",0,0,0,0,0,0,1
"Glitter",2001,104,22000000,2.1,5209,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0
"Amy Muller",1896,1,NA,4.3,27,14.5,4.5,24.5,4.5,14.5,14.5,14.5,4.5,0,4.5,"",0,0,0,0,1,0,1
"Motsurave",1981,105,NA,6.4,7,0,0,0,0,0,14.5,24.5,24.5,0,24.5,"",0,0,0,0,0,0,0
"My Song for You",1934,85,NA,4.5,7,0,14.5,0,44.5,14.5,24.5,0,0,0,0,"",0,0,1,0,0,1,0
"Avalanche",1946,70,NA,4.9,6,0,0,0,45.5,34.5,0,14.5,0,0,0,"",1,0,0,1,0,0,0
"Drift Fence",1936,56,NA,5.8,11,0,0,4.5,4.5,24.5,14.5,34.5,0,0,0,"",0,0,0,0,0,0,0
"Valley Centro, El",2000,90,NA,6.1,15,24.5,0,0,0,4.5,0,4.5,24.5,24.5,24.5,"",0,0,0,0,1,0,0
"Solid Tin Coyote, The",1966,6,NA,5.3,22,0,4.5,14.5,14.5,4.5,24.5,14.5,24.5,0,0,"",0,1,1,0,0,0,1
"Perfect Murder, A",1998,108,NA,6.4,9728,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Mala nocna muzika",2002,95,200000,4.5,29,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"",1,0,1,0,0,0,0
"Fuzzy Pink Nightgown, The",1957,87,NA,5.5,31,0,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Banco de Prince",1951,85,NA,6.9,8,0,0,0,0,0,14.5,84.5,0,0,0,"",0,0,0,0,0,0,0
"South of St. Louis",1949,88,NA,5.8,40,0,0,4.5,14.5,14.5,14.5,34.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Cider House Rules, The",1999,126,24000000,7.5,18950,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0
"Romeo and Juliet",1966,124,NA,6.3,49,4.5,0,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,"",0,0,0,0,0,0,0
"Fortunes of War",1993,107,NA,5.2,48,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Half a Hero",1953,71,NA,5.9,21,14.5,4.5,4.5,4.5,4.5,4.5,34.5,14.5,0,0,"",0,0,1,0,0,0,0
"Secrets & Lies",1996,136,4500000,7.9,7747,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0
"Dreigroschenoper, Die",1962,124,NA,5.5,38,4.5,0,4.5,14.5,24.5,24.5,0,4.5,0,24.5,"",0,0,0,1,0,0,0
"Jian gui 2",2004,90,NA,5.5,322,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Un carnet de bal",1937,144,NA,8.3,45,0,0,0,0,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Tylko strach",1993,90,NA,6.4,5,0,0,24.5,0,0,0,44.5,44.5,0,0,"",0,0,0,1,0,0,0
"Storia di una donna, La",1920,70,NA,7,5,0,0,0,0,0,64.5,24.5,0,0,24.5,"",0,0,0,0,0,0,0
"Lemon Drop Kid, The",1934,71,NA,5.9,13,0,0,0,4.5,34.5,4.5,14.5,14.5,24.5,0,"",0,0,0,1,0,0,0
"One Is a Lonely Number",1972,93,NA,6,38,0,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Vagabond King, The",1956,86,NA,5.5,29,4.5,4.5,0,4.5,24.5,14.5,14.5,4.5,0,24.5,"",0,0,0,0,0,0,0
"Don Quijote de la Mancha",1947,107,NA,6.8,18,4.5,0,0,14.5,0,14.5,14.5,14.5,24.5,14.5,"",0,0,1,1,0,0,0
"She xing diao shou",1978,92,NA,7.2,676,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",1,0,1,0,0,0,0
"Blink of an Eye",1999,97,NA,4.7,51,0,14.5,24.5,4.5,24.5,4.5,4.5,4.5,0,4.5,"R",0,0,0,1,0,0,0
"Sixty Cups of Coffee",2000,8,NA,7.4,34,4.5,4.5,4.5,4.5,0,14.5,24.5,14.5,24.5,14.5,"",0,0,0,0,0,0,1
"Gui yao gui",1990,100,NA,7.1,43,4.5,0,0,4.5,4.5,4.5,34.5,24.5,4.5,14.5,"",1,0,1,0,0,0,0
"Dead London",1996,20,NA,4.5,15,4.5,0,0,14.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,0,0,0,1
"American Tail: Fievel Goes West, An",1991,75,NA,5.8,1772,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"",0,1,1,0,0,0,0
"Perfect Friday",1970,94,NA,6.6,88,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,14.5,"",0,0,1,0,0,0,0
"Love and Death",1975,85,3000000,7.6,4193,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,0,0,0,0
"Rising of the Moon, The",2002,6,1500,8.3,6,0,0,0,0,0,0,34.5,14.5,34.5,14.5,"",0,0,0,1,0,0,1
"Huo Yuan-Jia",1982,89,NA,7.9,83,0,0,0,4.5,4.5,4.5,14.5,34.5,24.5,24.5,"",1,0,0,0,0,0,0
"Ultimo dei Vikinghi, L'",1961,103,NA,5.2,15,0,0,4.5,14.5,24.5,24.5,0,14.5,0,24.5,"",0,0,0,0,0,0,0
"Arthur 2: On the Rocks",1988,107,NA,3.6,1646,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"",0,0,1,0,0,1,0
"Crazy Over Horses",1951,65,NA,6.6,30,0,0,0,0,14.5,14.5,14.5,14.5,14.5,34.5,"",0,0,1,0,0,0,0
"Terrore nello spazio",1965,88,NA,6,376,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Clockwork Maury, A",2000,17,NA,7.4,11,4.5,0,0,0,4.5,0,14.5,4.5,14.5,34.5,"",0,0,1,0,0,0,1
"Sudba",1977,170,NA,8.6,7,0,0,0,0,0,14.5,14.5,0,44.5,24.5,"",0,0,0,1,0,1,0
"Wild Racers, The",1968,83,NA,4.1,12,4.5,0,34.5,0,24.5,4.5,4.5,4.5,0,4.5,"",1,0,0,1,0,0,0
"Fortress",1993,95,12000000,5.3,2577,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Alienator",1989,93,NA,2.8,119,45.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"More to Love",1999,90,NA,5.4,32,4.5,4.5,4.5,0,4.5,4.5,14.5,4.5,24.5,24.5,"",0,0,1,0,0,1,0
"Call of the Wild",1972,100,NA,5.6,181,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Ladies Club, The",1986,90,NA,4.4,28,24.5,0,4.5,4.5,24.5,14.5,4.5,14.5,0,14.5,"",0,0,0,1,0,0,0
